State,Crop Type,Rainfall,Temperature,Soil Type,Fertilizer Usage,Area,Yield
Uttar Pradesh,Cotton,1394.2,27.6,Peaty,104.7,2.05,4.22
Karnataka,Pulses,748.8,16.9,Loamy,155.8,4.87,4.01
Maharashtra,Cotton,757.9,22.3,Peaty,129.1,3.71,4.38
Punjab,Sugarcane,883.5,24.6,Sandy,54.2,4.78,6.39
Tamil Nadu,Sugarcane,916.8,21.7,Silt,93.1,6.94,7.05
Rajasthan,Pulses,803.3,34.1,Loamy,59.9,5.26,3.23
Uttar Pradesh,Soybean,895.6,26.1,Peaty,52.2,6.94,4.41
Karnataka,Wheat,890.1,26.9,Loamy,124.7,3.16,5.63
Punjab,Wheat,943.7,,Peaty,142.4,2.85,5.5
Maharashtra,Maize,310.6,25.9,Silt,137.6,4.53,4.79
West Bengal,Cotton,1370.2,19.9,Clay,144.1,4.42,4.66
Karnataka,Sugarcane,863.2,25.2,,119.5,4.13,7.63
Punjab,Cotton,1045.2,21.3,Silt,109.1,2.58,4.44
Bihar,Cotton,555.5,24.6,Loamy,77.1,6.9,4.24
Uttar Pradesh,Pulses,782.2,13.2,Silt,102.4,3.77,1.95
Karnataka,Maize,731.9,20.4,Silt,67.1,7.35,4.72
Karnataka,Cotton,1267.4,33.3,Clay,86.2,4.53,3.79
Punjab,Cotton,753.5,30.2,Clay,123.6,5.8,4.58
Maharashtra,Cotton,1089.5,32.6,Clay,115.3,5.62,3.75
Uttar Pradesh,Pulses,737.4,32.9,Clay,242.6,2.85,3.17
Punjab,Pulses,786.8,29.4,Loamy,66.2,5.23,3.89
Punjab,Cotton,838.6,23.7,Clay,115.0,8.36,4.34
Bihar,Cotton,1221.0,20.8,Silt,63.1,5.0,4.25
Andhra Pradesh,Sugarcane,427.5,31.7,Clay,104.5,6.3,5.76
Karnataka,Rice,571.1,26.3,Silt,106.1,5.89,6.11
West Bengal,Maize,413.2,38.5,,153.8,5.11,3.57
West Bengal,Rice,628.1,24.2,Silt,102.0,4.87,6.58
Rajasthan,Rice,697.1,35.9,Sandy,112.3,5.59,3.86
Rajasthan,Wheat,496.4,25.2,Clay,102.8,6.03,5.45
Karnataka,Sugarcane,716.5,32.7,Peaty,64.0,1.8,6.51
Bihar,Wheat,396.3,34.5,Clay,93.9,4.99,3.68
Andhra Pradesh,Sugarcane,645.5,20.9,Sandy,104.7,4.13,5.87
Karnataka,Cotton,1200.1,23.6,Sandy,123.0,3.72,3.7
Karnataka,Maize,1000.9,20.8,Silt,,7.09,5.26
Bihar,Soybean,946.9,19.9,Sandy,,3.03,3.88
Gujarat,Cotton,649.3,29.3,Silt,109.9,1.71,3.57
Andhra Pradesh,Soybean,516.0,25.0,Peaty,51.2,6.09,4.02
Rajasthan,Sugarcane,615.2,26.3,Clay,141.6,1.66,7.25
West Bengal,Wheat,889.2,28.8,Peaty,92.2,0.64,4.61
Rajasthan,Rice,1117.0,16.7,Loamy,149.9,6.32,6.04
Maharashtra,Cotton,1125.6,32.4,Peaty,172.7,4.82,4.06
Maharashtra,Pulses,1057.7,24.3,Loamy,112.5,5.45,4.54
Karnataka,Rice,715.6,28.7,Peaty,79.1,3.62,5.68
Bihar,Wheat,906.1,29.1,Clay,119.3,1.73,4.72
Punjab,Pulses,819.7,32.9,Peaty,133.9,2.13,3.46
Punjab,Pulses,849.7,25.5,Loamy,107.4,3.96,4.62
Andhra Pradesh,Rice,1409.3,15.4,Sandy,97.4,1.96,4.85
Maharashtra,Maize,459.5,26.3,Peaty,142.5,5.11,5.69
Gujarat,Sugarcane,841.3,27.0,Loamy,139.9,3.58,7.11
Bihar,Rice,1202.9,20.8,Clay,106.1,4.87,6.21
Tamil Nadu,Maize,533.5,,Loamy,53.8,4.81,5.3
Punjab,Maize,739.1,24.2,Clay,138.3,5.27,5.85
Rajasthan,Sugarcane,767.7,19.3,Clay,89.3,5.5,6.64
Tamil Nadu,Maize,844.2,29.4,Silt,128.6,3.81,5.12
West Bengal,Maize,501.0,23.2,Clay,126.0,4.87,5.16
Uttar Pradesh,Maize,1048.8,24.0,Loamy,44.4,4.97,5.77
Rajasthan,Soybean,1066.6,23.7,Loamy,123.2,0.5,4.72
Uttar Pradesh,Rice,1027.1,32.2,Peaty,140.6,5.79,5.95
Maharashtra,Rice,682.4,25.8,Peaty,145.5,4.8,5.93
West Bengal,Rice,921.6,26.4,Clay,124.7,5.63,6.41
Tamil Nadu,Pulses,675.1,23.8,Loamy,40.9,1.93,4.08
Rajasthan,Pulses,816.9,28.3,Loamy,171.1,3.87,4.91
West Bengal,Cotton,1438.4,32.7,Peaty,136.4,2.32,4.01
Punjab,Rice,923.9,29.2,Silt,71.9,5.99,6.03
Tamil Nadu,Soybean,603.1,29.4,Silt,88.5,1.69,3.2
Gujarat,Cotton,945.1,29.0,Clay,129.2,2.64,4.36
West Bengal,Soybean,562.1,19.1,Silt,147.2,5.57,3.63
Rajasthan,Maize,600.2,21.6,Loamy,100.5,3.24,5.0
Tamil Nadu,Pulses,639.7,,Silt,153.0,2.64,3.83
Maharashtra,Soybean,788.9,22.4,Sandy,,6.31,3.82
Uttar Pradesh,Rice,1134.2,20.7,Clay,78.3,6.4,5.84
Andhra Pradesh,Soybean,1044.6,16.6,Silt,37.4,5.94,3.78
Bihar,Maize,1030.7,19.3,Silt,84.1,6.2,5.54
Punjab,Maize,625.3,24.7,Sandy,180.3,4.04,4.54
Tamil Nadu,Rice,764.7,25.7,Loamy,202.3,4.09,6.28
Uttar Pradesh,Sugarcane,968.0,22.0,Loamy,129.4,3.2,6.99
Maharashtra,Rice,742.9,26.4,Peaty,94.5,4.84,6.36
Rajasthan,Sugarcane,830.4,23.8,Clay,,3.44,7.07
Punjab,Sugarcane,1010.3,31.5,Clay,138.9,3.63,5.94
West Bengal,Soybean,812.8,25.2,Silt,,5.7,4.89
Rajasthan,Pulses,956.5,29.5,Clay,97.1,6.87,3.91
Maharashtra,Wheat,1298.2,27.0,Clay,177.4,5.3,5.66
West Bengal,Pulses,857.0,19.0,Silt,78.2,8.09,3.48
Bihar,Wheat,1194.8,25.5,Sandy,90.0,3.09,4.84
West Bengal,Cotton,1039.8,19.8,,120.5,0.82,4.59
Bihar,Maize,533.2,25.5,Loamy,131.3,5.93,5.71
Gujarat,Sugarcane,624.5,22.3,Sandy,95.0,2.96,5.8
Uttar Pradesh,Soybean,691.6,27.9,Sandy,123.1,3.95,3.87
Tamil Nadu,Pulses,686.3,19.3,Silt,144.3,0.96,2.69
West Bengal,Maize,877.4,26.1,Loamy,198.5,2.7,6.27
Tamil Nadu,Pulses,1053.7,28.9,Loamy,115.0,1.5,4.23
Rajasthan,Maize,1213.8,30.5,Silt,118.3,3.63,4.96
Karnataka,Rice,977.0,22.2,Silt,181.1,3.71,5.6
Andhra Pradesh,Maize,788.6,26.1,Peaty,98.0,4.68,5.62
Bihar,Cotton,379.4,26.9,Clay,67.0,6.98,4.26
Gujarat,Sugarcane,917.6,33.7,Peaty,130.0,5.85,6.11
Andhra Pradesh,Soybean,906.4,18.6,Clay,163.0,1.26,4.46
Punjab,Rice,945.7,21.4,Silt,134.4,5.72,5.94
Tamil Nadu,Maize,1426.6,40.0,Loamy,116.1,4.72,3.72
West Bengal,Pulses,1210.1,24.6,Peaty,62.1,4.3,4.3
Maharashtra,Cotton,1096.3,16.5,Clay,117.7,4.45,4.4
Uttar Pradesh,Rice,659.5,23.1,Peaty,169.3,4.91,5.63
West Bengal,Pulses,771.8,12.2,Clay,70.6,3.12,1.91
Uttar Pradesh,Cotton,876.3,27.2,Silt,110.2,4.14,4.47
Maharashtra,Pulses,706.1,30.0,Sandy,104.5,6.87,3.45
Karnataka,Pulses,1025.1,21.4,Loamy,92.1,3.09,3.98
West Bengal,Pulses,989.2,23.6,Loamy,129.9,2.44,4.67
Gujarat,Sugarcane,627.9,30.6,Silt,137.7,4.38,6.68
Maharashtra,Soybean,1199.2,17.2,Loamy,137.3,2.24,4.63
Andhra Pradesh,Pulses,925.6,19.4,,80.9,1.05,3.2
Tamil Nadu,Rice,467.7,24.9,Sandy,54.2,3.81,4.82
Rajasthan,Wheat,887.2,22.2,Clay,130.5,7.4,5.38
Andhra Pradesh,Maize,970.3,24.5,Loamy,99.8,4.42,5.4
Gujarat,Sugarcane,1143.2,19.7,Silt,193.5,4.86,7.36
Punjab,Cotton,815.6,27.1,Silt,195.4,0.5,4.36
Punjab,Wheat,1107.0,25.3,Silt,199.6,5.38,5.31
Uttar Pradesh,Cotton,946.8,28.7,Peaty,82.4,4.69,4.51
Gujarat,Rice,571.2,27.0,Loamy,142.8,3.17,6.37
West Bengal,Cotton,546.2,27.0,Sandy,154.8,4.86,4.28
Maharashtra,Sugarcane,1180.6,18.8,Clay,150.3,4.84,7.41
Uttar Pradesh,Sugarcane,1199.0,28.5,Peaty,105.8,2.38,6.45
Gujarat,Maize,980.7,24.3,Sandy,171.2,5.16,5.12
Andhra Pradesh,Maize,1273.9,25.2,Loamy,120.0,6.89,6.5
Andhra Pradesh,Sugarcane,1164.2,31.2,Silt,125.1,4.04,6.48
Karnataka,Soybean,1070.9,22.4,Loamy,58.5,2.76,5.45
West Bengal,Soybean,672.2,32.8,Clay,,4.14,4.54
Andhra Pradesh,Maize,1332.9,33.2,Silt,109.6,6.21,4.95
Karnataka,Maize,1034.1,29.8,Sandy,138.6,2.05,4.68
Bihar,Maize,803.5,21.1,Silt,129.4,5.66,5.06
West Bengal,Cotton,732.9,15.1,Sandy,127.2,3.14,2.55
Rajasthan,Wheat,964.2,31.4,Peaty,118.2,4.98,4.95
Tamil Nadu,Cotton,482.2,26.6,Sandy,151.5,3.37,3.76
Tamil Nadu,Rice,,22.3,Loamy,112.0,3.37,6.0
Rajasthan,Cotton,661.6,31.9,Loamy,61.8,7.55,3.14
Tamil Nadu,Soybean,992.7,21.7,Silt,,1.68,3.82
Andhra Pradesh,Pulses,769.6,23.9,Loamy,87.6,5.47,3.98
Uttar Pradesh,Cotton,833.9,28.6,Clay,67.0,7.96,4.05
Tamil Nadu,Wheat,710.8,20.4,Loamy,79.1,5.87,5.17
Tamil Nadu,Rice,859.7,25.5,Clay,131.3,1.84,5.4
Karnataka,Wheat,1372.3,31.4,Sandy,116.1,1.94,3.95
Uttar Pradesh,Soybean,1246.3,27.1,Loamy,34.7,3.0,4.6
Karnataka,Pulses,988.6,32.2,Sandy,104.7,4.82,2.81
Andhra Pradesh,Cotton,893.7,31.7,Peaty,166.8,4.95,4.01
West Bengal,Rice,1111.1,26.0,Loamy,101.9,1.96,6.03
Gujarat,Wheat,1182.5,14.3,Loamy,113.4,2.75,4.62
Bihar,Pulses,692.5,20.5,Clay,161.7,2.88,3.34
Rajasthan,Maize,880.6,29.8,Peaty,151.8,4.14,5.39
Gujarat,Wheat,444.5,18.2,Sandy,160.9,8.47,3.94
Uttar Pradesh,Rice,1180.8,24.4,Silt,20.0,2.63,5.95
Maharashtra,Rice,1416.3,27.7,Loamy,189.3,2.55,6.57
Andhra Pradesh,Sugarcane,920.0,33.3,Silt,145.5,2.23,6.37
West Bengal,Pulses,368.7,23.1,Loamy,218.5,5.77,3.78
Punjab,Rice,1052.2,22.8,Silt,88.7,4.42,5.94
Gujarat,Sugarcane,674.0,25.7,Loamy,49.5,2.71,6.52
Rajasthan,Wheat,734.2,27.8,Peaty,120.3,3.77,4.65
Punjab,Wheat,1056.6,25.2,Clay,109.0,2.92,5.1
Andhra Pradesh,Wheat,963.6,,Loamy,146.1,5.09,5.8
Tamil Nadu,Pulses,778.0,22.0,Clay,163.0,9.87,4.06
Maharashtra,Sugarcane,,26.6,Loamy,116.5,5.6,7.12
Rajasthan,Soybean,931.5,28.2,Loamy,,4.31,4.48
Uttar Pradesh,Wheat,797.6,24.0,Sandy,140.9,3.17,3.96
Rajasthan,Wheat,622.7,30.2,Clay,109.7,1.81,4.1
Rajasthan,Soybean,816.9,26.7,Clay,106.4,5.97,4.58
Gujarat,Wheat,984.9,29.9,Peaty,161.5,5.86,5.19
Gujarat,Rice,855.5,27.0,Loamy,170.4,3.57,6.19
Maharashtra,Cotton,546.6,27.9,Clay,163.4,6.93,3.63
Uttar Pradesh,Sugarcane,1147.3,22.8,Loamy,113.3,4.54,7.18
Punjab,Rice,215.3,22.8,,34.4,6.05,4.98
Karnataka,Cotton,788.4,32.1,Clay,114.1,5.09,3.31
Tamil Nadu,Sugarcane,745.0,29.2,Loamy,89.7,4.15,6.74
Uttar Pradesh,Cotton,937.0,20.9,Loamy,114.8,2.59,4.43
West Bengal,Maize,1040.4,26.9,Peaty,93.2,4.21,5.48
Gujarat,Wheat,1181.7,14.1,Loamy,119.2,6.18,4.74
Tamil Nadu,Cotton,721.9,23.1,Silt,78.4,3.48,3.36
Punjab,Soybean,1046.6,30.8,Peaty,68.8,5.38,5.0
Maharashtra,Sugarcane,949.0,25.4,Sandy,168.9,2.33,6.49
Karnataka,Pulses,472.1,26.6,Clay,81.2,6.06,3.82
Bihar,Wheat,1375.1,10.9,Silt,120.0,5.13,3.9
Gujarat,Wheat,540.3,24.0,Peaty,158.2,2.1,4.76
Punjab,Cotton,,27.7,Loamy,156.6,4.05,4.47
Uttar Pradesh,Rice,997.5,28.3,Peaty,151.8,6.36,6.88
Uttar Pradesh,Sugarcane,968.9,30.8,Peaty,132.1,1.98,7.29
Bihar,Pulses,776.4,24.9,Loamy,149.0,2.36,3.95
Rajasthan,Maize,1106.8,25.2,Loamy,174.9,4.36,6.05
Andhra Pradesh,Cotton,509.9,19.3,Silt,137.0,8.77,4.28
Rajasthan,Sugarcane,883.5,25.0,Loamy,46.5,3.15,6.91
Karnataka,Rice,759.0,19.7,Silt,98.9,5.49,5.79
Maharashtra,Pulses,730.7,16.8,Loamy,147.9,5.02,3.98
Tamil Nadu,Rice,1007.2,20.6,Silt,94.9,3.32,5.5
Maharashtra,Soybean,1169.4,33.5,Clay,184.8,4.82,4.5
Uttar Pradesh,Sugarcane,814.2,24.6,Loamy,117.5,3.6,7.1
Punjab,Wheat,1095.2,27.1,Loamy,123.4,3.78,5.09
West Bengal,Soybean,912.4,,Loamy,165.0,1.18,4.41
Rajasthan,Rice,676.8,17.0,Sandy,112.7,4.45,4.49
Gujarat,Sugarcane,835.5,30.7,Loamy,127.1,6.3,7.34
Tamil Nadu,Pulses,825.1,15.1,Peaty,156.0,4.61,3.71
Maharashtra,Pulses,725.8,23.2,Silt,61.1,6.68,4.16
Punjab,Pulses,1007.1,25.7,Clay,108.6,5.66,4.45
Bihar,Cotton,958.7,27.2,Peaty,153.2,4.38,4.74
Bihar,Cotton,502.3,22.4,Silt,122.6,3.24,3.84
Punjab,Maize,487.1,16.8,Silt,178.7,3.53,4.58
Bihar,Pulses,,22.0,Loamy,57.0,1.56,4.18
West Bengal,Cotton,696.2,22.3,Silt,52.4,3.97,3.31
Uttar Pradesh,Soybean,975.5,22.1,Sandy,150.8,4.79,4.02
Tamil Nadu,Maize,1095.2,30.9,Peaty,154.6,7.93,5.49
Tamil Nadu,Soybean,582.3,19.9,Sandy,112.3,5.56,4.18
Punjab,Rice,547.1,,Silt,136.0,2.77,6.04
Andhra Pradesh,Soybean,1318.6,26.8,Clay,149.8,1.62,4.07
Karnataka,Wheat,987.9,30.8,Loamy,87.4,4.09,5.64
Maharashtra,Wheat,795.2,25.3,Loamy,91.7,6.12,5.46
West Bengal,Maize,666.5,30.0,Peaty,127.6,4.06,5.64
Gujarat,Cotton,772.4,25.1,Silt,156.2,5.58,4.45
Maharashtra,Sugarcane,602.4,28.2,Clay,73.4,4.14,6.98
Karnataka,Maize,1120.9,18.5,Silt,112.1,5.93,5.37
Bihar,Wheat,705.8,12.8,Loamy,110.2,1.31,2.98
Bihar,Maize,1173.4,27.9,Loamy,136.7,7.71,6.2
Karnataka,Cotton,799.8,28.2,Sandy,119.7,2.28,3.64
Andhra Pradesh,Cotton,639.2,28.4,Silt,98.2,6.09,3.92
Andhra Pradesh,Sugarcane,793.4,23.4,Peaty,169.9,3.96,7.29
Karnataka,Rice,244.0,33.4,Silt,98.4,4.27,4.61
Gujarat,Sugarcane,869.8,23.7,Clay,108.3,4.02,6.64
Punjab,Sugarcane,857.5,28.1,Peaty,56.3,5.01,6.53
Andhra Pradesh,Soybean,1106.2,29.0,Sandy,91.5,5.42,4.14
Karnataka,Cotton,428.4,34.6,Peaty,140.6,6.62,3.49
Maharashtra,Soybean,1190.5,24.4,Loamy,132.8,7.32,4.82
West Bengal,Rice,1105.1,22.7,Loamy,144.0,5.16,6.28
Rajasthan,Sugarcane,1213.0,18.5,Loamy,142.0,7.93,6.66
Uttar Pradesh,Wheat,886.8,33.8,Peaty,203.5,4.69,4.47
Karnataka,Wheat,1153.5,28.1,Loamy,90.1,6.65,6.08
Maharashtra,Pulses,532.2,28.3,Peaty,55.2,5.36,3.43
Maharashtra,Cotton,1078.3,40.0,Silt,78.0,3.4,2.22
Uttar Pradesh,Sugarcane,707.2,27.6,Loamy,91.9,4.86,7.99
West Bengal,Sugarcane,487.1,19.5,Peaty,81.0,5.51,7.01
West Bengal,Sugarcane,619.0,25.0,Loamy,123.7,4.44,7.06
Tamil Nadu,Rice,901.4,21.1,Loamy,170.1,5.33,6.63
Punjab,Rice,693.9,,Sandy,181.6,6.23,5.1
Punjab,Wheat,994.0,24.0,,,4.45,4.69
West Bengal,Pulses,447.9,23.1,Clay,205.7,0.5,3.38
Gujarat,Rice,,19.0,Loamy,105.7,7.86,5.89
Karnataka,Sugarcane,1243.1,34.0,Silt,54.7,3.9,6.51
Uttar Pradesh,Cotton,1126.0,27.5,Loamy,162.1,2.85,4.49
Karnataka,Rice,637.7,24.9,Clay,46.5,2.25,5.5
Gujarat,Maize,899.3,29.8,Sandy,89.8,3.83,4.76
Punjab,Wheat,1154.9,28.4,Sandy,140.8,3.37,4.64
Karnataka,Rice,1004.8,27.4,Silt,115.9,3.03,5.82
Uttar Pradesh,Wheat,937.1,29.4,Clay,112.4,3.14,4.56
West Bengal,Soybean,1173.8,26.7,Silt,72.8,5.56,4.93
Karnataka,Cotton,717.3,29.4,Silt,119.6,8.56,4.24
Punjab,Pulses,907.8,29.8,Clay,160.1,6.14,3.95
West Bengal,Cotton,895.5,26.8,Clay,120.8,6.75,4.71
Tamil Nadu,Rice,831.8,24.9,,86.8,3.75,5.73
Gujarat,Sugarcane,802.5,33.7,Sandy,70.1,4.71,5.77
Punjab,Pulses,918.2,23.6,Loamy,87.6,5.35,4.08
Rajasthan,Cotton,908.6,28.0,Sandy,135.7,3.18,3.72
Rajasthan,Wheat,637.9,28.1,Loamy,133.7,3.65,4.77
Andhra Pradesh,Maize,1100.4,23.0,Sandy,88.0,6.21,5.27
Gujarat,Pulses,655.9,22.0,Peaty,31.6,6.68,3.63
Uttar Pradesh,Cotton,845.4,24.2,Sandy,136.8,4.63,4.28
Gujarat,Pulses,826.2,23.5,Silt,84.1,2.11,3.95
Gujarat,Cotton,989.5,18.7,Clay,147.6,3.91,4.42
Karnataka,Wheat,370.2,22.7,,89.8,1.62,4.88
Bihar,Pulses,1122.7,27.3,Peaty,80.5,4.65,4.32
Bihar,Soybean,730.8,32.3,Peaty,126.1,5.01,4.17
Karnataka,Soybean,1205.0,28.8,Silt,214.3,3.96,5.44
Uttar Pradesh,Pulses,780.5,13.0,Silt,,4.98,2.53
Andhra Pradesh,Rice,887.8,29.2,Sandy,125.4,5.33,4.96
Gujarat,Pulses,1378.4,23.2,Peaty,,5.01,5.13
Andhra Pradesh,Rice,830.7,28.3,Peaty,50.0,2.1,5.74
Punjab,Pulses,1209.7,25.9,Sandy,75.1,3.99,4.29
Gujarat,Rice,909.8,25.0,Loamy,20.0,5.32,6.15
Tamil Nadu,Cotton,1003.9,25.5,Loamy,189.2,7.66,5.03
Punjab,Soybean,917.5,25.9,Clay,181.1,3.96,5.33
Tamil Nadu,Wheat,1112.0,32.7,Loamy,135.7,5.6,4.6
Rajasthan,Wheat,728.6,25.9,Clay,125.4,6.26,4.93
Maharashtra,Soybean,654.0,31.4,Loamy,57.9,4.11,3.95
Uttar Pradesh,Wheat,740.4,30.7,Peaty,,6.8,4.27
Maharashtra,Sugarcane,924.9,29.3,Loamy,191.7,6.9,7.65
West Bengal,Pulses,844.8,17.1,Silt,125.3,7.26,3.38
West Bengal,Sugarcane,1077.6,31.6,Clay,97.4,5.42,7.01
Punjab,Cotton,1226.2,23.7,Loamy,49.7,9.22,5.17
Rajasthan,Maize,656.0,29.6,,175.2,3.27,5.22
Gujarat,Sugarcane,716.5,21.1,Peaty,117.2,8.75,6.96
Uttar Pradesh,Sugarcane,,20.1,Silt,49.7,6.04,5.98
Rajasthan,Cotton,1407.6,35.9,,83.0,7.18,3.93
West Bengal,Rice,976.2,21.2,Sandy,68.9,3.86,5.63
Gujarat,Sugarcane,1020.0,31.7,Silt,114.7,6.19,6.59
Tamil Nadu,Soybean,,26.6,Loamy,128.3,7.35,4.71
Maharashtra,Sugarcane,899.7,23.9,Peaty,99.9,2.33,6.48
Bihar,Wheat,1027.3,25.8,Silt,151.1,4.17,5.24
Bihar,Sugarcane,836.8,19.5,Clay,,0.5,5.93
Punjab,Soybean,1168.9,25.9,,162.5,4.14,4.97
Karnataka,Rice,1478.0,20.6,Silt,105.7,2.87,5.99
Bihar,Soybean,663.2,24.0,Loamy,,4.06,4.79
Maharashtra,Cotton,644.5,30.6,Peaty,97.4,10.35,4.45
Rajasthan,Cotton,680.6,27.3,Clay,83.9,7.94,4.47
Karnataka,Soybean,1301.5,18.6,Loamy,78.9,1.62,5.3
West Bengal,Cotton,1160.6,30.3,Clay,111.6,5.61,4.62
Tamil Nadu,Cotton,866.1,26.0,Peaty,51.2,6.1,5.02
Punjab,Maize,909.1,23.3,Clay,131.8,3.82,5.2
West Bengal,Pulses,695.9,29.7,Sandy,43.8,4.86,2.52
Maharashtra,Pulses,1122.5,25.2,Peaty,126.5,5.05,4.58
Bihar,Wheat,805.0,20.2,Loamy,65.9,1.81,5.06
Andhra Pradesh,Soybean,835.0,35.2,Silt,104.7,2.44,3.58
West Bengal,Wheat,1052.2,25.9,Clay,144.2,4.84,5.76
West Bengal,Maize,853.0,25.6,Silt,212.2,4.7,4.65
Tamil Nadu,Pulses,841.3,24.0,Loamy,76.9,3.08,4.62
Bihar,Rice,902.6,31.9,Loamy,114.0,2.91,5.84
Gujarat,Maize,1098.8,,Silt,,4.32,4.98
Andhra Pradesh,Rice,1311.6,18.3,Peaty,85.2,6.27,6.45
Andhra Pradesh,Soybean,1046.4,22.6,Peaty,91.4,4.35,5.01
Gujarat,Cotton,1100.8,32.6,Silt,153.0,7.75,4.24
Punjab,Sugarcane,850.0,30.2,Sandy,100.5,3.11,6.34
Andhra Pradesh,Pulses,723.1,24.7,Loamy,210.0,4.89,4.59
West Bengal,Cotton,1063.5,32.9,Clay,136.6,3.79,3.32
Maharashtra,Soybean,942.8,29.7,Silt,79.6,5.68,4.42
Gujarat,Wheat,544.3,24.7,Clay,105.3,2.94,4.12
Punjab,Rice,818.0,25.2,Sandy,87.9,8.35,5.9
Tamil Nadu,Pulses,879.3,27.6,Loamy,152.0,1.12,4.54
Karnataka,Pulses,772.4,21.8,Sandy,54.4,7.93,3.08
Andhra Pradesh,Sugarcane,1270.4,26.0,Clay,66.4,4.68,6.91
Andhra Pradesh,Maize,1020.0,27.5,Loamy,96.3,5.6,5.61
Uttar Pradesh,Rice,1243.3,17.6,Loamy,147.3,7.17,6.15
Bihar,Soybean,965.9,25.1,Sandy,169.3,6.22,4.64
Rajasthan,Soybean,920.3,,Clay,175.2,3.04,4.56
Karnataka,Rice,665.9,31.1,Loamy,141.2,5.7,6.13
Tamil Nadu,Sugarcane,903.0,16.8,Sandy,116.7,8.23,6.39
Andhra Pradesh,Sugarcane,903.3,24.1,Loamy,151.8,2.73,7.52
Uttar Pradesh,Cotton,558.2,23.6,Loamy,74.2,8.74,4.14
Rajasthan,Pulses,765.1,30.8,Loamy,46.2,5.27,4.36
Maharashtra,Wheat,819.2,25.8,Sandy,137.5,3.63,5.04
Gujarat,Rice,1003.4,35.0,Peaty,79.8,2.71,5.64
West Bengal,Wheat,,29.3,Clay,117.4,4.05,4.96
Karnataka,Sugarcane,754.7,23.9,Clay,124.8,0.59,6.11
Maharashtra,Sugarcane,1017.2,27.2,Clay,129.9,3.67,6.6
Karnataka,Pulses,854.5,24.2,Clay,157.5,3.97,3.73
Gujarat,Cotton,200.0,,Silt,153.3,2.35,3.24
Maharashtra,Rice,778.8,19.3,Clay,127.8,6.0,6.05
Bihar,Cotton,1169.7,21.9,Silt,102.3,4.06,4.77
Andhra Pradesh,Wheat,479.5,28.3,Peaty,124.3,3.23,4.62
Gujarat,Sugarcane,928.2,32.1,Peaty,96.2,3.85,6.55
Bihar,Sugarcane,1296.3,15.0,Sandy,112.1,5.21,5.78
Maharashtra,Pulses,709.8,32.9,Silt,224.7,4.65,3.19
Uttar Pradesh,Maize,900.5,25.3,Peaty,127.3,3.1,5.9
Bihar,Maize,574.0,16.6,Silt,138.0,4.75,4.64
Andhra Pradesh,Wheat,1306.8,11.0,Clay,91.8,4.4,3.51
Bihar,Maize,879.2,18.4,Loamy,160.8,2.22,5.36
Punjab,Cotton,911.7,25.9,,150.4,3.92,4.86
Gujarat,Soybean,1238.6,25.7,Peaty,150.7,5.66,5.57
Maharashtra,Soybean,1065.4,29.2,Sandy,128.6,5.64,4.02
Andhra Pradesh,Wheat,,23.3,Clay,161.4,4.04,5.27
Karnataka,Rice,738.2,20.5,Clay,170.9,5.85,5.97
Maharashtra,Cotton,1023.7,23.9,Clay,131.3,2.54,4.13
Maharashtra,Maize,744.0,26.2,Peaty,115.4,2.6,5.51
Punjab,Wheat,370.7,27.2,Silt,155.8,4.0,4.69
Tamil Nadu,Soybean,886.7,22.1,Peaty,83.8,7.5,5.36
Maharashtra,Soybean,529.9,30.5,Clay,91.3,4.83,3.74
Uttar Pradesh,Cotton,1304.1,22.9,Sandy,117.9,3.95,4.56
Punjab,Maize,,21.7,Loamy,50.3,7.59,5.82
Gujarat,Soybean,673.7,23.3,Peaty,153.1,3.93,4.56
Gujarat,Wheat,725.3,31.4,Sandy,81.5,8.97,4.12
Karnataka,Cotton,427.7,25.3,Sandy,101.1,3.48,2.98
Punjab,Soybean,625.1,22.5,Sandy,111.5,2.48,3.15
Gujarat,Pulses,1154.1,30.6,,121.6,4.17,4.26
West Bengal,Rice,1457.9,36.7,Peaty,106.3,4.0,5.97
Maharashtra,Sugarcane,1081.6,27.0,Sandy,117.3,2.88,5.85
Uttar Pradesh,Rice,877.0,32.2,Silt,117.6,9.7,5.41
Rajasthan,Wheat,792.0,31.2,Loamy,102.1,5.14,5.26
Karnataka,Maize,660.9,23.0,Clay,89.1,5.43,5.3
Gujarat,Pulses,1414.9,26.1,Peaty,163.3,3.58,5.04
Tamil Nadu,Sugarcane,852.8,19.6,Loamy,35.8,3.34,6.55
Karnataka,Cotton,1428.9,25.0,Loamy,111.8,6.55,5.02
Gujarat,Rice,1248.4,,Peaty,101.2,1.15,6.03
West Bengal,Wheat,464.8,24.0,Clay,136.8,2.21,3.76
Maharashtra,Rice,733.5,22.3,Clay,61.8,4.01,5.26
Andhra Pradesh,Rice,732.7,24.6,Sandy,100.0,7.2,5.89
Maharashtra,Rice,880.0,28.7,Loamy,115.9,3.75,6.55
Maharashtra,Sugarcane,884.9,25.4,Loamy,162.8,5.33,7.85
Uttar Pradesh,Wheat,1649.1,16.7,Loamy,133.3,4.56,5.56
Tamil Nadu,Wheat,630.7,22.3,Loamy,72.7,7.09,4.44
Bihar,Cotton,957.2,18.4,Loamy,100.5,1.33,3.68
Bihar,Maize,1054.1,27.2,Silt,155.4,5.97,6.15
